0,4,4,4,1,7,0,0,4,0,3,0,0,0,3,0,0,1,1
2,1,4,4,0,3,0,0,5,8,1,0,0,0,13,0,0,1,1
6,2,8,8,1,7,0,0,10,0,5,0,0,0,6,0,0,1,1
2,3,0,0,0,5,0,1,3,2,3,0,0,0,5,0,1,3,1
6,6,51,51,0,10,0,0,5,6,6,51,51,0,10,0,0,5,1
4,1,6,6,0,5,0,1,1,4,1,6,6,0,5,0,1,1,1
6,2,9,9,0,10,0,0,4,6,2,9,9,0,10,0,0,4,1
7,1,11,11,3,8,0,1,9,7,1,11,11,3,8,0,1,9,1
3,2,8,8,1,6,0,0,5,3,2,8,8,1,6,0,0,5,1
2,2,8,8,1,6,0,0,6,2,2,8,8,1,6,0,0,6,1
3,1,1,1,0,4,0,1,4,5,1,17,17,0,13,0,0,5,1
3,0,1,1,0,3,0,0,1,3,0,1,1,0,3,0,0,1,1
5,1,16,16,1,3,0,0,3,5,1,16,16,1,3,0,0,3,1
4,1,20,20,0,5,0,0,1,4,1,20,20,0,5,0,0,1,1
18,1,15,15,2,8,0,0,9,18,1,15,15,2,8,0,0,9,1
15,1,3,3,1,3,0,0,3,0,0,14,14,0,0,0,0,8,1
1,0,5,5,0,2,0,0,0,6,0,7,7,0,6,0,0,0,1
0,0,2,2,0,0,0,0,1,0,0,2,2,0,0,0,0,1,1
1,0,4,4,0,2,0,0,1,1,0,4,4,0,2,0,0,1,1
2,2,3,3,1,5,0,0,5,0,0,9,9,0,1,0,0,2,1
2,0,4,4,1,3,0,0,5,1,0,6,6,1,2,0,0,7,1
4,1,0,0,0,6,0,1,1,9,11,19,19,2,25,4,0,8,1
0,0,4,4,0,0,0,0,3,0,0,4,4,0,0,0,0,3,1
2,1,3,3,1,7,0,0,3,2,1,9,9,1,3,0,0,3,1
3,2,8,8,1,6,0,0,5,3,2,8,8,1,6,0,0,5,1
7,3,10,10,2,11,0,0,7,13,3,31,31,2,17,0,0,24,1
4,0,0,0,0,6,0,0,0,4,0,0,0,0,6,0,0,0,1
10,3,27,27,2,12,0,0,23,10,3,27,27,2,12,0,0,23,1
4,0,0,0,0,6,0,0,0,4,0,0,0,0,6,0,0,0,1
10,3,27,27,2,12,0,0,23,14,3,22,22,3,18,0,0,15,1
7,3,10,10,2,11,0,0,7,7,3,10,10,2,11,0,0,7,1
7,1,16,16,3,8,0,0,11,7,1,16,16,3,8,0,0,11,1
3,0,9,9,1,3,0,0,15,0,0,4,4,0,0,0,0,3,1
2,1,0,0,0,3,0,0,4,2,1,3,3,1,7,0,0,3,1
4,0,2,2,0,8,0,0,0,2,2,0,0,0,4,0,1,1,1
1,0,17,17,0,1,0,0,17,1,0,17,17,0,1,0,0,17,1
0,2,0,0,0,3,0,0,2,0,2,0,0,0,3,0,0,2,1
4,4,7,7,0,11,1,1,15,1,1,1,1,0,2,0,0,2,1
7,1,2,2,1,16,1,0,3,1,0,4,4,0,2,0,0,1,1
4,1,2,2,2,5,0,0,4,4,1,2,2,2,5,0,0,4,1
1,0,5,5,0,2,0,0,0,1,0,5,5,0,2,0,0,0,1
18,1,14,14,3,9,0,0,9,18,1,15,15,2,8,0,0,9,1
4,1,20,20,0,5,0,0,1,4,1,20,20,0,5,0,0,1,1
3,0,1,1,0,3,0,0,1,3,0,1,1,0,3,0,0,1,1
4,2,3,3,0,7,0,0,3,4,2,3,3,0,7,0,0,3,1
4,2,3,3,0,7,0,0,3,4,2,3,3,0,7,0,0,3,1
3,1,3,3,0,4,0,1,3,5,1,17,17,0,13,0,0,5,1
1,2,0,0,0,3,0,2,3,1,2,0,0,0,3,0,2,3,1
7,1,11,11,3,8,0,1,9,7,1,11,11,3,8,0,1,9,1
0,1,3,3,0,3,0,0,1,0,1,3,3,0,3,0,0,1,1
4,1,6,6,0,5,0,1,1,4,1,6,6,0,5,0,1,1,1
2,5,2,2,1,45,0,0,3,2,5,2,2,1,45,0,0,3,1
1,1,0,0,0,4,0,0,1,7,2,10,10,1,15,0,0,10,1
0,4,4,4,1,7,0,0,4,0,4,4,4,1,7,0,0,4,1
0,1,0,0,0,1,1,0,1,2,1,4,4,0,3,0,0,5,1
0,4,4,4,1,7,0,0,4,1,2,1,1,0,3,0,0,9,1
0,4,4,4,1,7,0,0,4,0,4,4,4,1,7,0,0,4,1
6,6,51,51,0,10,0,0,5,6,1,14,14,1,6,0,0,7,1
2,3,0,0,0,5,0,1,3,2,3,0,0,0,5,0,1,3,1
3,2,0,0,0,7,0,0,2,5,1,2,2,0,6,0,0,1,1
3,1,5,5,4,27,0,0,12,3,1,5,5,4,27,0,0,12,1
4,1,6,6,0,5,0,1,1,3,1,4,4,1,4,1,0,5,1
0,4,4,4,1,7,0,0,4,0,4,4,4,1,7,0,0,4,1
7,1,3,3,0,8,0,0,5,14,1,26,26,4,15,0,0,15,1
4,2,16,16,3,7,0,0,13,4,2,16,16,3,7,0,0,13,1
5,1,16,16,1,3,0,0,3,5,1,16,16,1,3,0,0,3,1
3,1,3,3,0,4,0,0,1,3,1,3,3,0,4,0,0,1,1
0,1,7,7,0,1,0,0,7,0,1,7,7,0,1,0,0,7,1
2,2,8,8,1,6,0,0,6,4,2,3,3,0,7,0,0,3,1
3,0,4,4,0,4,0,0,1,6,0,7,7,0,6,0,0,0,1
1,0,4,4,0,2,0,0,1,7,1,4,4,2,20,0,0,5,1
9,1,12,12,0,6,0,0,1,3,1,1,1,1,6,0,1,4,1
1,0,8,8,0,2,0,0,0,4,0,6,6,0,4,0,0,0,1
2,0,0,0,0,2,0,4,1,3,0,4,4,1,3,0,1,5,1
9,1,12,12,0,6,0,0,1,9,1,12,12,0,6,0,0,1,1
4,1,0,0,0,9,0,1,1,2,1,2,2,0,6,1,1,1,1
2,2,2,2,1,10,0,0,4,2,2,2,2,1,10,0,0,4,1
3,2,8,8,1,6,0,0,5,4,1,14,14,2,6,0,0,7,1
4,1,0,0,0,6,1,0,1,4,1,0,0,0,6,1,0,1,1
2,1,0,0,0,3,0,0,4,0,1,2,2,1,3,0,1,5,1
0,0,4,4,0,0,0,0,3,0,0,4,4,0,0,0,0,3,1
10,3,27,27,2,12,0,0,23,10,3,27,27,2,12,0,0,23,1
7,3,10,10,2,11,0,0,7,7,3,10,10,2,11,0,0,7,1
3,2,9,9,4,9,0,0,10,3,2,9,9,4,9,0,0,10,1
5,1,20,20,1,6,0,0,9,5,1,20,20,1,6,0,0,9,1
6,3,11,11,2,10,0,0,10,14,3,21,21,3,18,0,0,15,1
10,3,27,27,2,12,0,0,23,6,3,11,11,2,10,0,0,10,1
8,0,16,16,1,9,0,0,4,0,1,4,4,1,3,0,1,6,1
0,0,4,4,0,0,0,0,3,0,0,4,4,0,0,0,0,3,1
4,1,14,14,2,6,0,0,7,3,1,3,3,1,9,0,0,3,1
4,1,0,0,0,6,1,0,1,4,1,1,1,0,6,1,2,1,1
4,1,2,2,0,5,0,0,4,4,1,2,2,0,5,0,0,4,1
0,1,2,2,1,3,0,1,5,0,1,2,2,1,3,0,1,5,1
9,1,12,12,0,6,0,0,1,9,1,12,12,0,6,0,0,1,1
1,0,8,8,0,2,0,0,0,1,0,6,6,0,2,0,0,0,1
5,1,4,4,1,7,0,1,3,6,1,2,2,1,11,1,0,3,1
5,1,2,2,1,6,1,0,5,2,1,4,4,1,3,1,0,3,1
1,2,6,6,1,4,0,1,15,3,1,1,1,1,6,0,1,4,1
6,0,7,7,0,6,0,0,0,1,0,4,4,0,2,0,0,0,1
0,1,7,7,0,1,0,0,7,3,1,3,3,0,4,0,1,3,1
4,2,3,3,0,7,0,0,3,4,2,3,3,0,7,0,0,3,1
5,1,16,16,1,3,0,0,3,5,1,16,16,1,3,0,0,3,1
2,0,0,0,0,2,0,0,1,3,0,1,1,0,3,0,0,1,1
1,2,6,6,1,4,0,1,15,4,4,7,7,0,11,1,1,15,1
4,2,17,17,3,7,0,0,13,4,2,1,1,2,9,0,0,6,1
4,1,6,6,0,5,0,1,1,4,1,6,6,0,5,0,1,1,1
3,1,5,5,4,27,0,0,12,3,1,5,5,4,27,0,0,12,1
6,1,6,6,0,17,1,2,1,6,1,6,6,0,17,1,2,1,1
2,3,0,0,0,5,0,1,3,2,3,0,0,0,5,0,1,3,1
6,1,14,14,1,6,0,0,7,0,0,1,1,0,0,0,0,1,1
0,4,4,4,1,7,0,0,4,3,4,6,6,3,10,0,0,8,1
3,5,6,6,3,64,0,0,5,2,5,2,2,1,45,0,0,3,1
5,1,2,2,1,6,0,0,3,5,1,2,2,1,6,0,0,3,1
3,2,6,6,3,8,0,0,8,1,2,5,5,1,6,0,0,7,1
0,1,3,3,0,3,0,0,1,0,1,3,3,0,3,0,0,1,1
6,0,12,12,2,13,0,0,3,6,0,12,12,2,13,0,0,3,1
15,1,16,16,2,6,0,0,7,15,1,16,16,2,6,0,0,7,1
7,1,2,2,0,9,0,0,1,7,1,2,2,0,9,0,0,1,1
1,0,0,0,0,1,0,0,1,4,2,3,3,0,7,0,0,3,1
5,1,17,17,0,13,0,0,5,5,1,17,17,0,13,0,0,5,1
2,0,0,0,0,3,0,0,0,3,0,0,0,0,4,0,0,0,1
3,1,1,1,0,4,0,1,4,5,1,17,17,0,13,0,0,5,1
10,1,14,14,5,25,0,0,15,7,1,0,0,2,32,0,0,3,1
7,1,2,2,1,16,1,0,3,7,1,2,2,1,16,1,0,3,1
8,6,15,15,0,18,3,0,3,8,6,15,15,0,18,3,0,3,1
1,0,4,4,0,2,0,0,0,1,0,4,4,0,2,0,0,0,1
4,1,21,21,1,8,0,0,11,35,1,17,17,4,11,0,0,7,1
3,1,4,4,1,4,0,0,3,3,1,4,4,1,4,0,0,3,1
2,1,0,0,0,13,0,0,1,6,1,6,6,4,25,1,0,7,1
2,1,2,2,0,6,1,1,1,2,1,2,2,0,6,1,1,1,1
5,1,11,11,2,10,0,0,5,4,1,14,14,2,6,0,0,7,1
4,1,2,2,0,6,1,0,1,4,1,2,2,0,6,1,0,1,1
2,1,0,0,0,3,0,0,4,0,1,2,2,1,3,0,1,5,1
23,1,31,31,2,43,0,0,19,31,1,0,0,0,11,0,0,1,1
4,0,0,0,0,5,0,0,0,4,0,0,0,0,5,0,0,0,1
7,3,10,10,2,11,0,0,7,13,3,31,31,2,17,0,0,24,1
13,3,31,31,2,17,0,0,24,14,3,22,22,3,18,0,0,15,1
5,0,28,28,0,7,0,0,5,0,0,4,4,2,1,0,0,6,1
1,1,13,13,2,6,0,0,5,1,1,1,1,1,3,0,0,3,1
4,1,2,2,0,6,1,0,1,4,1,2,2,0,6,1,0,1,1
2,1,0,0,0,3,0,0,4,1,1,1,1,1,5,0,0,3,1
4,1,2,2,0,5,0,0,4,20,1,2,2,2,28,0,1,7,1
5,1,13,13,1,6,0,0,7,5,1,13,13,1,6,0,0,7,1
2,2,7,7,0,5,0,0,7,2,2,7,7,0,5,0,0,7,1
4,1,21,21,1,7,0,0,11,0,1,30,30,0,1,0,0,1,1
6,4,2,2,0,13,2,0,3,8,6,15,15,0,18,3,0,3,1
1,0,1,1,0,2,0,0,0,1,0,1,1,0,2,0,0,0,1
0,0,2,2,0,0,0,0,1,6,1,0,0,0,7,0,0,1,1
4,1,0,0,0,5,0,0,1,7,1,12,12,2,7,0,0,9,1
3,1,1,1,0,4,0,1,4,3,1,1,1,0,4,0,1,4,1
3,1,7,7,2,7,0,0,6,3,1,1,1,1,9,0,0,3,1
1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,1
5,1,17,17,0,13,0,0,5,5,1,17,17,0,13,0,0,5,1
15,1,16,16,2,6,0,0,7,15,1,16,16,2,6,0,0,7,1
7,1,2,2,0,9,0,0,1,7,1,2,2,0,9,0,0,1,1
6,0,12,12,2,13,0,0,3,11,1,14,14,3,7,0,0,9,1
0,1,1,1,0,1,0,0,99,0,1,1,1,0,1,0,0,99,1
0,1,3,3,0,3,0,0,1,0,1,3,3,0,3,0,0,1,1
3,4,6,6,3,10,0,0,8,2,0,11,11,1,4,0,0,3,1
0,4,4,4,1,7,0,0,4,3,2,6,6,3,8,0,0,8,1
1,4,3,3,0,6,0,0,11,1,4,3,3,0,6,0,0,11,1
5,1,2,2,1,6,0,0,3,5,1,2,2,1,6,0,0,3,1
3,5,6,6,3,64,0,0,5,2,5,2,2,1,45,0,0,3,1
6,1,6,6,0,7,0,0,7,6,1,6,6,0,7,0,0,7,1
5,1,2,2,1,6,0,0,3,5,1,2,2,1,6,0,0,3,1
3,1,0,0,0,12,1,0,1,3,1,0,0,0,12,1,0,1,1
1,4,3,3,0,6,0,0,11,3,2,6,6,3,9,0,0,8,1
3,1,1,1,0,4,1,0,3,4,1,6,6,0,5,0,1,1,1
10,0,10,10,1,5,0,0,6,10,0,10,10,1,5,0,0,6,1
4,0,0,0,0,4,0,0,0,6,0,3,3,0,6,0,0,1,1
4,0,0,0,0,6,0,0,0,4,1,1,1,0,5,0,0,1,1
4,1,2,2,0,5,0,1,1,7,1,2,2,0,9,0,0,1,1
17,1,22,22,4,10,0,0,15,17,1,22,22,4,10,0,0,15,1
7,1,11,11,3,8,0,1,9,7,1,11,11,3,8,0,1,9,1
5,1,0,0,0,6,0,2,1,1,2,0,0,0,3,0,2,3,1
6,1,11,11,0,7,1,0,4,6,1,11,11,0,7,1,0,4,1
1,0,4,4,0,2,0,0,0,1,0,4,4,0,2,0,0,0,1
5,1,4,4,1,7,0,0,6,5,1,4,4,1,7,0,0,6,1
4,1,15,15,2,4,0,0,9,4,1,15,15,2,4,0,0,9,1
6,1,17,17,1,16,0,0,7,5,1,22,22,3,5,0,0,10,1
5,1,3,3,0,8,1,0,5,4,1,3,3,0,7,1,0,5,1
4,1,7,7,1,5,0,0,3,2,1,4,4,2,6,0,0,4,1
0,3,5,5,0,3,0,0,7,1,3,2,2,0,4,0,0,5,1
2,1,3,3,1,7,0,0,3,2,1,3,3,1,7,0,0,3,1
3,1,3,3,1,9,0,0,3,3,1,3,3,1,9,0,0,3,1
3,1,3,3,1,9,0,0,3,3,1,3,3,1,9,0,0,3,1
8,2,6,6,0,12,1,0,3,1,1,1,1,0,3,0,2,1,1
5,2,4,4,0,8,0,0,9,5,2,4,4,0,8,0,0,9,1
1,0,3,3,0,1,0,1,1,1,0,3,3,0,1,0,1,1,1
14,3,21,21,3,18,0,0,15,14,3,21,21,3,18,0,0,15,1
0,0,4,4,2,1,0,0,6,0,0,4,4,2,1,0,0,6,1
0,0,4,4,2,1,0,0,6,0,0,4,4,2,1,0,0,6,1
0,0,10,10,1,1,0,1,2,1,0,3,3,0,1,0,1,1,1
14,3,22,22,3,18,0,0,15,14,3,21,21,3,18,0,0,15,1
5,2,4,4,0,8,0,0,9,5,2,4,4,0,8,0,0,9,1
3,1,3,3,1,9,0,0,3,3,1,3,3,1,9,0,0,3,1
1,1,1,1,0,3,0,2,1,1,1,1,1,0,3,0,2,1,1
2,1,3,3,1,7,0,0,3,0,1,2,2,1,3,0,1,5,1
9,2,0,0,0,11,0,0,3,9,2,0,0,0,11,0,0,3,1
0,1,5,5,0,1,0,0,7,1,1,2,2,0,2,0,0,5,1
8,1,8,8,3,18,0,1,8,8,1,8,8,3,18,0,1,8,1
3,1,0,0,0,5,0,1,1,2,1,1,1,0,4,0,1,1,1
4,1,15,15,2,4,0,0,9,7,1,12,12,2,7,0,0,9,1
18,1,44,44,8,31,0,0,29,5,1,22,22,3,5,0,0,10,1
1,0,1,1,0,2,0,0,0,6,0,7,7,0,6,0,0,0,1
5,1,4,4,1,7,0,0,6,3,0,6,6,1,4,0,2,5,1
6,1,11,11,0,7,1,0,4,6,1,11,11,0,7,1,0,4,1
1,2,6,6,1,4,0,1,15,1,0,0,0,0,1,0,0,1,1
7,1,11,11,3,8,0,1,9,7,1,11,11,3,8,0,1,9,1
7,1,2,2,0,9,0,0,1,7,1,2,2,0,9,0,0,1,1
3,1,3,3,0,4,0,0,1,3,1,3,3,0,4,0,0,1,1
9,1,16,16,0,18,0,0,1,9,1,16,16,0,18,0,0,1,1
1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,1
0,1,3,3,0,3,0,0,1,10,0,10,10,1,5,0,0,6,1
1,0,4,4,1,1,0,2,5,2,0,3,3,2,2,0,2,4,1
1,4,3,3,0,7,0,0,11,1,2,5,5,1,6,0,0,7,1
0,1,1,1,0,1,0,0,99,2,0,11,11,1,4,0,0,3,1
8,1,7,7,0,4,0,0,1,1,1,0,0,0,4,0,0,1,1
5,0,28,28,0,7,0,0,5,3,5,6,6,3,64,0,0,5,1
12,1,17,17,3,15,0,0,9,5,1,2,2,1,6,0,0,3,1
1,2,0,0,0,3,0,2,3,8,2,15,15,4,10,0,0,15,1
5,1,9,9,3,8,0,0,11,5,1,9,9,3,8,0,0,11,1
3,1,0,0,0,4,0,0,1,3,1,0,0,0,4,0,0,1,1
6,2,8,8,1,7,0,0,10,6,2,8,8,1,7,0,0,10,1
2,0,0,0,0,2,0,0,0,3,0,5,5,0,3,0,0,1,1
15,0,28,28,0,22,0,0,8,3,0,0,0,0,6,0,0,0,1
13,1,18,18,4,14,0,0,9,13,1,18,18,4,14,0,0,9,1
3,2,8,8,1,7,0,0,6,3,2,8,8,1,7,0,0,6,1
1,1,0,0,0,2,0,0,2,1,1,0,0,0,2,0,0,2,1
1,1,2,2,2,8,1,0,3,6,1,19,19,4,44,0,0,11,1
4,1,13,13,2,5,0,0,11,4,1,13,13,2,5,0,0,11,1
1,0,5,5,0,2,0,0,0,6,0,7,7,0,6,0,0,0,1
0,6,1,1,0,10,3,0,3,3,2,0,0,0,5,1,1,1,1
4,0,1,1,0,4,0,0,0,4,0,1,1,0,5,0,0,0,1
3,1,2,2,0,4,1,0,1,0,1,1,1,0,1,0,0,99,1
3,1,2,2,1,4,1,0,3,3,1,2,2,1,4,1,0,3,1
13,1,30,30,6,32,0,0,13,4,1,10,10,2,7,0,0,5,1
5,0,1,1,0,7,0,0,0,5,0,1,1,0,7,0,0,0,1
4,1,1,1,0,6,1,0,1,2,4,0,0,0,10,0,0,3,1
11,0,11,11,2,11,1,0,5,11,0,11,11,2,11,1,0,5,1
2,3,3,3,0,5,0,0,5,0,2,0,0,0,3,0,0,2,1
1,0,0,0,0,1,0,1,1,1,0,0,0,0,1,0,1,1,1
1,0,6,6,2,1,0,1,7,1,0,6,6,2,1,0,1,7,1
1,0,2,2,1,1,0,2,2,1,0,2,2,1,1,0,2,2,1
1,1,6,6,1,3,0,0,7,0,1,1,1,0,1,0,0,100,1
2,0,4,4,1,2,0,1,3,6,2,11,11,4,10,0,0,11,1
1,1,0,0,0,2,0,0,1,1,1,0,0,0,2,0,0,1,1
3,0,2,2,0,2,0,0,0,3,0,2,2,0,2,0,0,0,1
2,5,7,7,1,11,0,0,15,0,3,9,9,0,3,0,0,16,1
2,5,7,7,1,11,0,0,15,2,5,7,7,1,11,0,0,15,1
5,0,27,27,0,6,0,0,12,3,0,2,2,0,2,0,0,0,1
8,1,7,7,0,9,0,0,3,8,1,7,7,0,9,0,0,3,1
2,0,4,4,1,2,0,1,3,2,0,4,4,1,2,0,1,3,1
1,0,2,2,1,1,0,2,2,1,0,6,6,2,1,0,1,7,1
0,1,1,1,0,1,0,0,100,0,1,1,1,0,1,0,0,100,1
0,0,3,3,0,1,0,0,3,2,2,4,4,0,5,0,0,5,1
1,0,6,6,2,1,0,1,7,1,0,6,6,2,1,0,1,7,1
11,0,11,11,2,11,1,0,5,11,0,11,11,2,11,1,0,5,1
0,2,0,0,0,3,0,0,2,0,2,0,0,0,3,0,0,2,1
4,1,1,1,0,5,0,1,1,4,1,1,1,0,5,0,1,1,1
5,0,1,1,0,7,0,0,0,5,0,28,28,0,7,0,0,5,1
3,0,0,0,0,3,0,0,2,3,0,0,0,0,3,0,0,2,1
2,1,6,6,1,5,0,0,3,6,2,8,8,1,7,0,0,10,1
4,0,1,1,0,5,0,0,0,3,0,3,3,1,4,0,0,2,1
2,1,8,8,1,4,0,0,9,2,1,8,8,1,4,0,0,9,1
3,2,0,0,0,5,1,1,1,3,2,0,0,0,5,1,1,1,1
0,0,0,0,1,5,0,2,3,0,0,0,0,1,5,0,2,3,1
6,0,7,7,0,6,0,0,0,6,0,7,7,0,6,0,0,0,1
4,1,13,13,2,5,0,0,11,3,1,2,2,1,6,0,0,3,1
6,1,19,19,4,44,0,0,11,6,1,19,19,4,44,0,0,11,1
14,1,26,26,4,15,0,0,15,14,1,26,26,4,15,0,0,15,1
3,2,8,8,1,7,0,0,6,3,2,8,8,1,7,0,0,6,1
2,0,2,2,1,2,0,1,3,1,0,2,2,0,1,0,2,1,1
4,3,3,3,1,7,0,0,6,4,3,3,3,1,7,0,0,6,1
6,1,4,4,0,19,0,0,1,6,1,4,4,0,19,0,0,1,1
3,1,0,0,0,4,0,0,1,3,1,0,0,0,4,0,0,1,1
5,1,9,9,3,8,0,0,11,5,1,9,9,3,8,0,0,11,1
8,2,15,15,4,10,0,0,15,8,2,15,15,4,10,0,0,15,1
5,2,6,6,2,9,1,0,8,7,0,7,7,2,7,0,1,6,1
6,1,12,12,6,7,0,0,13,6,1,12,12,6,7,0,0,13,1
1,2,0,0,0,3,0,2,3,1,2,0,0,0,3,0,2,3,1
6,2,8,8,1,7,0,0,10,3,1,1,1,1,5,0,0,3,1
3,1,0,0,0,4,0,0,1,4,1,2,2,2,9,0,0,4,1
3,2,8,8,1,7,0,0,6,3,2,8,8,1,7,0,0,6,1
1,0,1,1,0,1,0,1,1,15,1,0,0,0,5,1,0,1,1
1,1,0,0,0,2,0,0,2,6,2,6,6,0,9,1,0,1,1
3,2,8,8,1,7,0,0,6,3,2,8,8,1,7,0,0,6,1
12,1,37,37,4,22,0,0,18,3,1,1,1,0,4,0,1,1,1
5,1,23,23,2,6,1,1,17,4,1,4,4,1,15,0,0,4,1
3,0,0,0,0,3,0,0,0,3,0,0,0,0,3,0,0,0,1
7,1,2,2,1,9,0,1,3,7,1,2,2,1,9,0,1,3,1
1,1,2,2,2,5,0,0,6,0,1,2,2,1,9,0,0,7,1
34,1,109,109,5,44,0,0,17,6,1,2,2,0,8,0,0,1,1
6,0,2,2,0,8,0,0,1,6,0,2,2,0,8,0,0,1,1
4,2,8,8,1,7,0,0,5,4,2,8,8,1,7,0,0,5,1
6,1,2,2,0,8,0,0,1,6,1,8,8,1,7,0,1,9,1
4,1,0,0,0,5,0,0,3,4,1,10,10,1,4,0,0,9,1
11,0,11,11,2,11,1,0,5,11,0,11,11,2,11,1,0,5,1
0,1,1,1,0,1,0,0,99,0,1,1,1,0,1,0,0,99,1
8,1,0,0,0,9,0,0,1,8,1,0,0,0,9,0,0,1,1
1,0,0,0,0,1,0,1,1,1,0,0,0,0,1,0,1,1,1
1,0,2,2,1,1,0,2,2,1,0,2,2,1,1,0,2,2,1
4,1,0,0,0,5,0,0,1,6,1,0,0,0,7,0,1,3,1
2,2,4,4,0,5,0,0,5,1,2,5,5,0,4,0,0,5,1
3,0,2,2,0,2,0,0,0,3,0,2,2,0,2,0,0,0,1
6,1,2,2,1,6,1,0,3,4,1,6,6,1,5,1,0,4,1
4,1,6,6,1,5,1,0,4,4,1,6,6,1,5,1,0,4,1
1,1,7,7,0,5,0,0,1,8,1,7,7,0,9,0,0,3,1
6,1,2,2,0,7,0,0,2,4,1,0,0,0,5,0,0,1,1
2,2,4,4,0,5,0,0,5,2,2,4,4,0,5,0,0,5,1
0,1,1,1,0,1,0,0,100,0,1,1,1,0,1,0,0,100,1
0,1,12,12,0,3,0,0,1,1,1,8,8,1,2,0,0,3,1
8,1,0,0,0,9,0,0,1,8,1,0,0,0,9,0,0,1,1
3,1,2,2,0,4,1,0,1,3,1,2,2,0,4,1,0,1,1
0,3,9,9,0,3,0,0,16,11,0,11,11,2,11,1,0,5,1
34,1,105,105,5,44,0,0,17,4,1,10,10,1,4,0,0,9,1
3,2,8,8,1,6,0,0,5,3,2,8,8,1,6,0,0,5,1
6,1,8,8,1,7,0,1,9,6,1,8,8,1,7,0,1,9,1
6,0,2,2,0,8,0,0,1,5,0,28,28,0,7,0,0,5,1
19,1,19,19,4,10,0,0,14,4,1,10,10,2,18,0,0,5,1
34,1,105,105,5,44,0,0,17,6,1,2,2,0,8,0,0,1,1
2,1,8,8,1,4,0,0,9,5,3,0,0,0,9,0,1,1,1
